TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance
TX014048,AC00304,304.56,12-09-2023 00:00:00,Debit,Oklahoma City,D000211,53.131.194.183,M034,Branch,73,Retired,152,1,7093.68
TX014049,AC00292,164.64,11-11-2023 00:00:00,Debit,San Jose,D000626,34.86.220.205,M077,Online,46,Doctor,276,1,9286.37
TX014050,AC00206,488.71,09-02-2022 00:00:00,Debit,Seattle,D000619,19.228.76.177,M082,Online,27,Student,92,1,1256.33
TX014051,AC00133,105.63,30-12-2024 00:00:00,Debit,Detroit,D000560,207.157.126.125,M059,Branch,19,Student,95,1,1447.26
TX014052,AC00453,159.73,23-06-2024 00:00:00,Debit,Las Vegas,D000545,77.92.193.22,M059,ATM,49,Engineer,38,1,369.79
TX014053,AC00443,524.7,22-11-2024 00:00:00,Debit,El Paso,D000279,76.0.164.168,M039,ATM,39,Doctor,175,1,8292.75
TX014054,AC00400,133.0,22-10-2024 00:00:00,Debit,San Francisco,D000029,74.58.165.67,M097,ATM,23,Student,180,1,1278.0
TX014055,AC00241,145.19,11-12-2020 00:00:00,Debit,Raleigh,D000036,119.186.154.104,M028,Online,21,Student,96,1,1930.96
TX014056,AC00008,74.39,03-04-2025 00:00:00,Debit,San Francisco,D000539,100.128.70.210,M060,ATM,23,Student,99,1,1072.25
TX014057,AC00164,808.85,19-01-2025 00:00:00,Debit,San Jose,D000581,109.42.41.157,M076,Branch,21,Student,51,1,955.4
TX014058,AC00424,272.05,16-06-2021 00:00:00,Credit,Baltimore,D000006,177.116.108.246,M080,ATM,40,Engineer,136,1,5711.71
TX014059,AC00279,38.22,21-11-2025 00:00:00,Debit,Columbus,D000241,196.121.240.10,M052,Online,26,Student,143,1,518.54
TX014060,AC00201,15.1,01-03-2023 00:00:00,Debit,Virginia Beach,D000122,62.152.134.92,M094,Branch,50,Engineer,37,1,2475.65
TX014061,AC00304,318.59,06-12-2021 00:00:00,Credit,Dallas,D000513,40.192.99.27,M001,Branch,27,Student,19,2,1105.89
TX014062,AC00275,27.52,04-05-2021 00:00:00,Debit,Boston,D000451,177.172.184.163,M057,ATM,62,Retired,164,1,5950.48
TX014063,AC00279,98.46,10-03-2022 00:00:00,Debit,Seattle,D000019,93.151.52.152,M004,ATM,40,Doctor,46,1,1272.12
TX014064,AC00273,134.62,23-03-2020 00:00:00,Debit,Miami,D000548,217.233.219.196,M060,Online,19,Student,113,1,264.83
TX014065,AC00017,202.25,23-02-2024 00:00:00,Debit,Detroit,D000409,196.121.240.10,M019,ATM,27,Student,216,1,1582.55
TX014066,AC00459,379.8,31-03-2024 00:00:00,Credit,Phoenix,D000311,109.42.41.157,M051,Online,58,Doctor,108,1,12709.58
TX014067,AC00370,80.39,03-01-2024 00:00:00,Debit,Mesa,D000602,211.45.75.44,M099,ATM,38,Doctor,145,1,9916.24
TX014068,AC00079,298.5,18-04-2023 00:00:00,Credit,Denver,D000375,82.75.200.117,M050,Online,47,Doctor,104,1,10548.58
TX014069,AC00281,37.67,06-03-2022 00:00:00,Debit,Columbus,D000334,94.88.45.190,M095,Branch,53,Doctor,167,1,12319.26
TX014070,AC00489,159.99,05-05-2024 00:00:00,Debit,Mesa,D000483,166.7.230.111,M087,Branch,37,Doctor,82,1,12526.71
TX014071,AC00420,448.71,25-03-2025 00:00:00,Credit,Indianapolis,D000046,104.155.121.252,M073,Online,56,Engineer,50,1,2158.59
TX014072,AC00407,607.09,11-07-2020 00:00:00,Debit,Las Vegas,D000326,124.180.225.109,M051,ATM,23,Student,41,1,4475.22
TX014073,AC00365,276.84,19-04-2022 00:00:00,Debit,Houston,D000374,11.167.243.171,M096,Branch,45,Engineer,29,1,9733.59
TX014074,AC00216,650.7,22-12-2025 00:00:00,Debit,Houston,D000207,113.137.153.101,M097,Branch,26,Engineer,132,5,4976.18
TX014075,AC00035,53.6,04-03-2025 00:00:00,Debit,New York,D000671,136.172.149.77,M030,Online,56,Retired,165,1,5773.5
TX014076,AC00111,23.51,19-12-2025 00:00:00,Debit,Denver,D000108,60.43.160.195,M050,ATM,58,Doctor,240,1,11991.24
TX014077,AC00005,392.2,05-02-2021 00:00:00,Debit,Raleigh,D000360,179.43.245.131,M029,Branch,33,Engineer,204,1,2254.71
TX014078,AC00146,36.72,16-10-2022 00:00:00,Credit,Nashville,D000662,216.31.34.238,M004,Branch,40,Doctor,133,1,11147.34
TX014079,AC00464,86.94,12-10-2020 00:00:00,Debit,San Jose,D000236,79.227.202.117,M090,ATM,47,Doctor,192,1,13899.24
TX014080,AC00034,71.48,13-03-2025 00:00:00,Debit,Boston,D000066,89.18.54.235,M083,Online,29,Doctor,72,1,1305.56
TX014081,AC00466,56.38,11-02-2023 00:00:00,Debit,Phoenix,D000084,14.200.197.126,M035,Online,24,Student,170,1,1882.77
TX014082,AC00028,405.55,17-06-2021 00:00:00,Debit,Columbus,D000022,80.58.55.129,M006,ATM,22,Student,56,1,1863.7
TX014083,AC00492,31.3,16-07-2020 00:00:00,Debit,Washington,D000310,215.97.143.157,M035,Online,62,Doctor,99,1,8670.53
TX014084,AC00385,1267.6,04-06-2024 00:00:00,Debit,Portland,D000490,68.254.244.208,M075,Online,20,Student,84,1,1171.98
TX014085,AC00337,463.72,14-11-2024 00:00:00,Debit,San Jose,D000149,81.222.37.186,M088,Branch,48,Doctor,97,1,6708.65
TX014086,AC00490,44.36,11-04-2025 00:00:00,Debit,New York,D000668,125.225.212.244,M060,Branch,27,Engineer,38,1,5334.97
TX014087,AC00116,14.32,30-10-2025 00:00:00,Credit,Memphis,D000620,80.92.209.207,M004,Online,67,Retired,24,1,7932.51
TX014088,AC00339,501.46,20-11-2024 00:00:00,Debit,Charlotte,D000242,200.13.225.150,M012,ATM,24,Student,133,1,1242.62
TX014089,AC00342,213.33,19-09-2024 00:00:00,Debit,Houston,D000105,157.164.245.130,M080,Branch,62,Retired,144,1,3582.16
TX014090,AC00110,355.07,14-11-2024 00:00:00,Debit,New York,D000254,47.82.77.181,M026,Branch,64,Retired,21,1,7606.63
TX014091,AC00061,386.96,29-12-2025 00:00:00,Debit,New York,D000449,187.52.200.18,M093,Branch,32,Engineer,31,1,6590.28
TX014092,AC00258,200.05,11-10-2022 00:00:00,Debit,Oklahoma City,D000074,41.82.55.163,M046,ATM,28,Student,50,1,1916.46
TX014093,AC00013,418.65,20-07-2024 00:00:00,Debit,Los Angeles,D000050,77.92.193.22,M036,Branch,28,Student,193,1,1929.28
TX014094,AC00041,392.03,02-12-2024 00:00:00,Debit,San Francisco,D000374,124.180.225.109,M020,Branch,67,Retired,143,1,3484.32
TX014095,AC00357,192.48,11-09-2020 00:00:00,Debit,Omaha,D000144,161.195.172.148,M039,Online,60,Retired,255,1,2794.66
TX014096,AC00256,494.54,23-02-2024 00:00:00,Debit,Indianapolis,D000410,116.43.88.219,M064,Branch,37,Engineer,45,1,9975.79
TX014097,AC00253,404.43,12-01-2022 00:00:00,Debit,Charlotte,D000096,217.233.219.196,M007,Online,36,Doctor,205,1,354.9
TX014098,AC00485,67.48,17-10-2020 00:00:00,Credit,Louisville,D000485,7.28.148.225,M014,Branch,23,Student,124,1,792.33
TX014099,AC00326,318.12,08-01-2021 00:00:00,Credit,Philadelphia,D000275,135.29.211.116,M033,Branch,76,Retired,168,1,2401.59
TX014100,AC00369,9.69,07-09-2020 00:00:00,Debit,Tucson,D000320,203.174.215.229,M008,Branch,19,Student,280,1,964.79
TX014101,AC00456,99.72,21-05-2025 00:00:00,Debit,Fort Worth,D000164,221.206.44.63,M052,ATM,24,Student,202,4,1579.57
TX014102,AC00158,101.97,19-08-2024 00:00:00,Credit,Louisville,D000621,11.188.75.155,M081,Online,63,Retired,108,1,5009.29
TX014103,AC00384,297.93,11-08-2020 00:00:00,Credit,San Antonio,D000052,203.99.96.114,M059,Branch,78,Retired,40,1,5133.61
TX014104,AC00455,778.2,03-10-2023 00:00:00,Debit,Memphis,D000351,150.25.200.56,M081,Online,25,Student,39,1,300.87
TX014105,AC00327,11.61,18-12-2023 00:00:00,Debit,Phoenix,D000295,96.162.11.85,M072,ATM,21,Student,131,1,320.25
TX014106,AC00281,569.5,12-02-2023 00:00:00,Debit,Phoenix,D000322,180.224.54.115,M088,Branch,47,Engineer,208,1,8821.84
TX014107,AC00438,179.87,21-08-2023 00:00:00,Debit,Indianapolis,D000195,85.239.236.80,M020,ATM,30,Engineer,172,1,5397.68
TX014108,AC00098,142.38,11-06-2025 00:00:00,Debit,Louisville,D000218,40.10.25.102,M067,Online,54,Engineer,70,1,5103.67
TX014109,AC00313,56.85,11-02-2023 00:00:00,Debit,Detroit,D000297,33.28.138.82,M043,Branch,27,Student,283,1,1351.69
TX014110,AC00181,276.54,16-12-2023 00:00:00,Debit,Chicago,D000026,82.75.200.117,M004,Online,28,Student,46,1,824.71
TX014111,AC00353,128.55,05-06-2023 00:00:00,Credit,Nashville,D000024,154.138.163.229,M015,Branch,19,Student,68,5,431.16
TX014112,AC00247,431.69,18-05-2022 00:00:00,Debit,San Francisco,D000577,49.20.211.229,M014,Online,29,Doctor,274,1,5599.81
TX014113,AC00480,677.55,06-05-2025 00:00:00,Debit,Boston,D000202,78.69.172.205,M014,ATM,22,Student,204,1,1241.59
TX014114,AC00270,468.44,26-06-2022 00:00:00,Debit,Denver,D000466,221.169.49.152,M025,ATM,36,Engineer,129,1,3465.54
TX014115,AC00475,142.24,19-10-2024 00:00:00,Debit,Fresno,D000430,65.27.212.129,M015,Online,57,Retired,269,1,1480.39
TX014116,AC00409,120.23,19-08-2023 00:00:00,Debit,San Jose,D000419,136.162.111.135,M010,Branch,52,Doctor,12,1,8450.84
TX014117,AC00035,816.16,10-02-2024 00:00:00,Credit,Atlanta,D000627,101.90.40.193,M012,ATM,54,Doctor,55,1,14935.5
TX014118,AC00001,202.54,24-07-2024 00:00:00,Debit,Atlanta,D000492,45.241.13.208,M003,Online,59,Engineer,178,1,4180.4
TX014119,AC00439,864.17,01-06-2024 00:00:00,Debit,El Paso,D000286,174.61.77.54,M028,Online,22,Student,65,1,8627.08
TX014120,AC00432,144.83,22-05-2023 00:00:00,Debit,Nashville,D000409,218.54.207.160,M063,Online,60,Engineer,287,1,2064.76
TX014121,AC00243,180.55,11-09-2023 00:00:00,Credit,San Diego,D000333,223.32.70.156,M022,Online,73,Retired,94,5,7132.08
TX014122,AC00362,53.09,20-01-2023 00:00:00,Debit,Fresno,D000083,49.29.37.185,M040,Branch,23,Student,82,1,1664.59
TX014123,AC00166,310.77,13-01-2022 00:00:00,Debit,Philadelphia,D000451,27.93.195.98,M087,Online,77,Retired,101,1,2272.17
TX014124,AC00136,58.56,12-05-2024 00:00:00,Debit,Denver,D000376,20.147.6.179,M038,Online,49,Engineer,44,1,5212.28
TX014125,AC00232,96.37,10-04-2025 00:00:00,Debit,Phoenix,D000446,198.39.35.23,M042,Branch,57,Doctor,57,1,11088.95
TX014126,AC00480,201.72,25-03-2024 00:00:00,Debit,Baltimore,D000246,214.67.148.245,M096,Online,57,Engineer,78,1,6650.71
TX014127,AC00464,1484.09,19-08-2024 00:00:00,Debit,Oklahoma City,D000563,7.105.184.86,M082,ATM,18,Student,168,1,1058.13
TX014128,AC00138,343.44,25-12-2024 00:00:00,Credit,Fort Worth,D000052,115.241.186.164,M053,Online,26,Student,33,1,185.47
TX014129,AC00264,348.44,16-03-2022 00:00:00,Debit,Chicago,D000416,87.234.36.48,M046,ATM,74,Retired,128,1,7358.65
TX014130,AC00035,750.57,17-05-2020 00:00:00,Credit,Atlanta,D000627,101.90.40.193,M012,ATM,54,Doctor,55,1,14935.5
TX014131,AC00384,845.15,09-01-2022 00:00:00,Credit,Portland,D000359,195.164.171.146,M056,ATM,62,Retired,118,1,3743.63
TX014132,AC00080,165.28,12-07-2024 00:00:00,Debit,Sacramento,D000124,70.130.169.235,M025,Online,35,Doctor,106,1,9939.94
TX014133,AC00120,304.19,23-11-2024 00:00:00,Debit,Seattle,D000014,155.37.19.43,M011,Branch,49,Doctor,118,1,10389.6
TX014134,AC00369,155.64,31-01-2023 00:00:00,Credit,San Diego,D000183,144.228.168.6,M060,ATM,22,Student,12,1,6269.12
TX014135,AC00275,225.99,02-09-2024 00:00:00,Debit,Indianapolis,D000280,47.82.77.181,M049,ATM,66,Doctor,12,1,5715.08
TX014136,AC00246,3.68,12-06-2020 00:00:00,Debit,Miami,D000115,21.28.32.1,M098,Online,69,Doctor,146,1,10017.11
TX014137,AC00110,376.12,12-11-2023 00:00:00,Debit,New York,D000254,47.82.77.181,M026,Branch,64,Retired,21,1,7606.63
TX014138,AC00356,8.38,28-01-2024 00:00:00,Debit,Louisville,D000502,6.44.165.160,M043,ATM,79,Retired,199,1,4044.62
TX014139,AC00123,166.64,18-01-2023 00:00:00,Debit,New York,D000169,112.86.148.212,M088,ATM,59,Engineer,147,1,9500.95
TX014140,AC00009,84.93,19-04-2024 00:00:00,Debit,Atlanta,D000356,3.200.166.167,M054,Branch,21,Student,252,1,1504.99
TX014141,AC00314,72.18,13-12-2022 00:00:00,Debit,Las Vegas,D000546,44.67.137.125,M097,Online,69,Doctor,69,1,6020.29
TX014142,AC00082,255.45,21-02-2023 00:00:00,Debit,Seattle,D000638,161.177.41.214,M100,ATM,26,Student,170,1,1382.62
TX014143,AC00322,417.05,16-08-2023 00:00:00,Debit,San Jose,D000569,5.74.9.122,M099,Online,49,Engineer,88,1,1490.44
TX014144,AC00482,669.88,06-10-2024 00:00:00,Debit,Denver,D000103,199.199.60.222,M030,ATM,61,Retired,96,1,2246.15
TX014145,AC00331,61.38,29-06-2021 00:00:00,Credit,Louisville,D000135,87.50.72.69,M011,Branch,29,Engineer,275,4,6027.49
TX014146,AC00323,144.37,20-10-2021 00:00:00,Debit,Columbus,D000325,219.219.117.136,M059,ATM,73,Retired,176,1,7491.42
TX014147,AC00374,132.36,07-07-2022 00:00:00,Credit,Colorado Springs,D000261,49.29.37.185,M002,Branch,22,Student,44,1,206.2
TX014148,AC00053,25.03,18-03-2021 00:00:00,Credit,Nashville,D000449,223.32.70.156,M002,Online,40,Engineer,17,1,478.23
TX014149,AC00378,4.58,02-01-2022 00:00:00,Credit,Atlanta,D000162,89.6.100.149,M099,Online,21,Student,135,1,811.24
TX014150,AC00157,102.46,07-02-2022 00:00:00,Debit,Seattle,D000076,21.28.32.1,M074,Branch,76,Retired,47,1,3228.87
TX014151,AC00264,102.81,19-11-2021 00:00:00,Debit,Tucson,D000002,63.82.133.139,M086,ATM,49,Engineer,98,1,2018.9
TX014152,AC00241,107.03,17-06-2022 00:00:00,Debit,Washington,D000602,189.248.139.91,M028,Branch,31,Doctor,17,1,9630.0
TX014153,AC00229,484.45,11-01-2023 00:00:00,Debit,Washington,D000672,112.196.12.19,M063,Branch,73,Retired,143,1,5331.57
TX014154,AC00162,35.42,05-03-2024 00:00:00,Debit,Seattle,D000311,122.94.26.104,M024,Online,26,Engineer,227,1,3253.51
TX014155,AC00039,138.55,26-10-2021 00:00:00,Debit,Fort Worth,D000222,13.30.106.126,M030,ATM,19,Student,263,3,271.78
TX014156,AC00459,195.69,27-01-2025 00:00:00,Debit,Memphis,D000589,116.175.11.222,M030,Online,21,Student,173,1,1528.81
TX014157,AC00228,22.51,16-11-2022 00:00:00,Debit,Nashville,D000338,105.87.212.115,M063,Online,55,Engineer,37,1,9575.42
TX014158,AC00403,28.43,29-04-2024 00:00:00,Debit,Atlanta,D000082,193.108.17.115,M070,ATM,29,Doctor,96,1,10668.24
TX014159,AC00291,136.48,08-09-2020 00:00:00,Debit,Albuquerque,D000575,219.98.242.240,M097,ATM,53,Engineer,68,1,7089.9
TX014160,AC00021,414.12,16-01-2021 00:00:00,Debit,Oklahoma City,D000430,188.205.152.176,M038,Online,33,Engineer,73,1,922.96
TX014161,AC00084,3.62,21-09-2022 00:00:00,Debit,Fort Worth,D000389,45.64.74.86,M004,ATM,78,Retired,108,1,7561.33
TX014162,AC00188,94.92,13-03-2022 00:00:00,Credit,Seattle,D000520,113.137.153.101,M080,Online,40,Engineer,70,1,6295.45
TX014163,AC00436,84.16,23-12-2022 00:00:00,Debit,Omaha,D000069,135.73.131.111,M042,Branch,32,Doctor,158,1,13182.11
TX014164,AC00227,105.77,13-12-2020 00:00:00,Debit,San Francisco,D000185,76.0.164.168,M063,Branch,27,Engineer,108,1,906.2
TX014165,AC00367,137.13,04-11-2022 00:00:00,Debit,Baltimore,D000657,150.25.200.56,M007,Online,24,Student,75,1,1665.58
TX014166,AC00293,46.4,14-02-2024 00:00:00,Debit,San Diego,D000590,80.155.14.197,M043,Branch,57,Engineer,52,1,2569.56
TX014167,AC00445,320.77,15-05-2024 00:00:00,Credit,Phoenix,D000097,131.41.45.13,M081,Online,58,Engineer,80,1,6451.96
TX014168,AC00200,300.66,27-06-2021 00:00:00,Debit,Baltimore,D000110,190.164.160.79,M067,ATM,65,Retired,64,1,3139.75
TX014169,AC00314,315.66,24-01-2022 00:00:00,Debit,Miami,D000034,137.33.78.168,M070,Online,44,Engineer,104,1,6237.68
TX014170,AC00345,481.7,25-02-2023 00:00:00,Debit,Oklahoma City,D000354,178.34.103.183,M007,Online,55,Doctor,45,1,13793.53
TX014171,AC00367,209.61,09-02-2023 00:00:00,Credit,Columbus,D000682,93.151.52.152,M032,Branch,30,Engineer,137,1,8697.11
TX014172,AC00144,29.48,01-10-2024 00:00:00,Credit,Philadelphia,D000551,113.21.93.28,M034,Online,76,Retired,43,3,2834.84
TX014173,AC00310,588.14,05-05-2022 00:00:00,Debit,El Paso,D000560,7.146.35.122,M069,ATM,28,Student,132,1,387.65
TX014174,AC00174,54.11,10-01-2024 00:00:00,Debit,Boston,D000377,151.247.130.190,M029,Online,20,Student,140,1,1121.19
TX014175,AC00416,220.34,21-04-2025 00:00:00,Debit,Detroit,D000531,210.228.226.64,M064,Branch,32,Engineer,217,1,6397.29
TX014176,AC00030,425.73,16-10-2021 00:00:00,Credit,Virginia Beach,D000587,214.67.148.245,M006,Branch,28,Engineer,193,1,7284.76
TX014177,AC00460,24.53,08-12-2024 00:00:00,Debit,Indianapolis,D000175,9.230.41.239,M063,Online,48,Engineer,179,1,4854.83
TX014178,AC00317,256.84,30-12-2021 00:00:00,Debit,Austin,D000404,195.226.203.234,M065,Branch,63,Doctor,113,1,10980.38
TX014179,AC00037,174.54,02-01-2022 00:00:00,Debit,Philadelphia,D000053,136.250.159.93,M066,ATM,31,Engineer,161,1,9077.62
TX014180,AC00230,613.84,03-12-2023 00:00:00,Credit,Nashville,D000594,201.114.165.141,M057,Online,43,Doctor,109,1,12071.1
TX014181,AC00426,726.63,24-09-2023 00:00:00,Debit,Mesa,D000217,11.188.75.155,M094,ATM,20,Student,141,1,983.68
TX014182,AC00403,168.0,19-04-2023 00:00:00,Debit,Mesa,D000129,219.98.242.240,M049,ATM,61,Retired,82,1,6109.55
TX014183,AC00102,24.31,21-05-2021 00:00:00,Debit,Jacksonville,D000340,52.50.209.49,M007,Branch,58,Engineer,292,1,2591.65
TX014184,AC00433,1342.8,30-07-2020 00:00:00,Debit,Austin,D000388,62.251.170.72,M070,Branch,19,Student,68,1,1830.98
TX014185,AC00174,84.79,15-06-2025 00:00:00,Credit,Seattle,D000226,34.92.221.183,M058,Online,36,Engineer,171,1,9009.56
TX014186,AC00317,817.56,30-03-2025 00:00:00,Credit,Detroit,D000622,161.71.2.223,M018,Branch,34,Engineer,58,1,7379.38
TX014187,AC00471,381.93,27-04-2025 00:00:00,Debit,San Jose,D000339,73.108.76.238,M014,Online,67,Doctor,103,1,12031.14
TX014188,AC00319,61.43,28-01-2023 00:00:00,Debit,Oklahoma City,D000651,5.50.152.168,M037,Branch,34,Engineer,58,1,7281.46
TX014189,AC00382,168.22,22-04-2025 00:00:00,Credit,Austin,D000409,148.181.195.227,M026,Online,78,Retired,122,1,7525.73
TX014190,AC00200,139.79,03-11-2022 00:00:00,Debit,San Francisco,D000270,72.192.101.196,M017,Online,26,Student,269,1,221.79
TX014191,AC00490,46.4,14-06-2020 00:00:00,Debit,New York,D000668,125.225.212.244,M060,Branch,27,Engineer,38,1,5334.97
TX014192,AC00213,67.31,10-03-2021 00:00:00,Debit,Raleigh,D000419,20.147.6.179,M040,Branch,23,Student,79,1,1636.32
TX014193,AC00049,536.94,20-08-2021 00:00:00,Debit,Portland,D000129,77.21.150.75,M068,Online,60,Engineer,168,1,3806.16
TX014194,AC00265,1213.28,06-04-2022 00:00:00,Debit,Indianapolis,D000231,193.83.0.183,M036,Branch,20,Student,24,1,605.95
TX014195,AC00177,212.7,20-08-2025 00:00:00,Credit,Denver,D000004,72.192.101.196,M088,Branch,40,Engineer,123,1,6699.23
TX014196,AC00170,72.11,30-12-2021 00:00:00,Debit,Columbus,D000483,157.47.114.20,M014,Branch,59,Retired,157,1,5987.67
TX014197,AC00264,362.52,04-09-2023 00:00:00,Debit,Chicago,D000416,87.234.36.48,M046,ATM,74,Retired,128,1,7358.65
TX014198,AC00144,519.59,16-08-2021 00:00:00,Debit,Kansas City,D000100,73.54.203.165,M038,Online,22,Student,82,1,1806.0
TX014199,AC00451,41.39,11-11-2023 00:00:00,Debit,Fresno,D000682,91.204.200.167,M001,Online,18,Student,146,1,4361.44
TX014200,AC00354,186.38,28-05-2023 00:00:00,Debit,San Jose,D000566,86.220.59.252,M091,Branch,38,Engineer,105,1,9155.35
TX014201,AC00011,505.84,25-11-2020 00:00:00,Debit,Kansas City,D000159,144.228.168.6,M001,Online,27,Student,134,1,293.06
TX014202,AC00063,11.93,10-10-2022 00:00:00,Debit,Fresno,D000213,144.228.168.6,M092,Branch,25,Student,22,1,1846.85
TX014203,AC00296,48.25,19-08-2020 00:00:00,Debit,Dallas,D000645,68.254.244.208,M049,ATM,19,Student,176,1,1503.56
TX014204,AC00391,127.86,03-05-2025 00:00:00,Debit,Charlotte,D000203,27.215.118.94,M014,Branch,44,Doctor,42,1,5873.54
TX014205,AC00483,632.53,23-03-2024 00:00:00,Debit,Jacksonville,D000649,168.55.199.214,M059,ATM,42,Doctor,133,1,14343.0
TX014206,AC00400,66.08,25-08-2025 00:00:00,Debit,El Paso,D000647,21.190.11.223,M056,Branch,55,Retired,173,1,6292.29
TX014207,AC00306,140.05,03-04-2025 00:00:00,Debit,Las Vegas,D000616,106.244.1.47,M072,Online,35,Engineer,143,1,8843.44
TX014208,AC00366,580.55,26-04-2021 00:00:00,Credit,Charlotte,D000603,26.105.49.129,M065,ATM,24,Student,66,1,379.82
TX014209,AC00438,124.67,30-03-2024 00:00:00,Debit,Los Angeles,D000149,205.45.234.42,M036,ATM,21,Student,140,1,202.69
TX014210,AC00258,619.65,07-08-2020 00:00:00,Debit,Mesa,D000091,200.22.195.243,M084,ATM,62,Retired,52,1,1363.65
TX014211,AC00147,51.91,06-10-2025 00:00:00,Debit,Boston,D000642,157.47.114.20,M018,ATM,62,Doctor,185,1,8271.47
TX014212,AC00061,387.36,17-09-2024 00:00:00,Debit,Fresno,D000290,35.220.238.127,M029,Online,56,Retired,105,1,6885.16
TX014213,AC00106,305.72,31-01-2024 00:00:00,Debit,Phoenix,D000608,199.103.32.145,M003,ATM,22,Student,222,1,944.83
TX014214,AC00369,555.6,20-12-2025 00:00:00,Debit,Mesa,D000558,93.169.212.219,M098,ATM,22,Student,125,1,1454.08
TX014215,AC00249,48.62,30-01-2025 00:00:00,Debit,San Diego,D000295,221.105.243.251,M060,Online,37,Engineer,242,1,8883.4
TX014216,AC00124,56.72,08-03-2025 00:00:00,Debit,Seattle,D000211,200.136.146.93,M007,Online,39,Engineer,68,1,5346.46
TX014217,AC00477,695.54,07-08-2020 00:00:00,Debit,Fort Worth,D000144,104.155.121.252,M002,Branch,41,Doctor,134,1,10922.78
TX014218,AC00006,652.39,21-02-2020 00:00:00,Debit,Detroit,D000044,51.250.46.149,M009,ATM,27,Student,121,1,892.83
TX014219,AC00092,61.31,07-10-2025 00:00:00,Credit,Detroit,D000165,45.246.89.225,M043,Branch,51,Retired,72,1,6854.61
TX014220,AC00181,22.64,04-07-2021 00:00:00,Debit,Denver,D000452,83.182.211.68,M065,Branch,44,Doctor,73,1,7451.83
TX014221,AC00122,10.75,23-07-2022 00:00:00,Debit,Austin,D000371,77.208.193.198,M070,Online,42,Doctor,42,1,7879.66
TX014222,AC00375,533.66,05-04-2020 00:00:00,Credit,Baltimore,D000670,200.136.146.93,M014,ATM,64,Retired,86,1,6266.65
TX014223,AC00122,259.65,27-09-2023 00:00:00,Debit,Chicago,D000129,175.166.115.182,M058,Online,28,Engineer,113,1,2571.39
TX014224,AC00203,208.02,04-12-2024 00:00:00,Debit,Louisville,D000339,65.27.212.129,M055,Online,47,Engineer,273,1,9344.98
TX014225,AC00445,523.28,19-01-2025 00:00:00,Debit,Louisville,D000343,121.67.144.20,M080,Online,19,Student,148,1,1533.32
TX014226,AC00449,10.55,28-06-2023 00:00:00,Debit,Louisville,D000484,38.166.40.246,M081,Online,54,Doctor,161,1,13240.72
TX014227,AC00362,393.39,20-12-2023 00:00:00,Credit,Nashville,D000602,81.248.235.147,M061,Online,21,Student,88,1,841.65
TX014228,AC00464,235.0,31-01-2023 00:00:00,Debit,Omaha,D000300,197.162.55.147,M082,Branch,39,Engineer,43,1,4576.78
TX014229,AC00363,147.02,04-09-2022 00:00:00,Debit,Chicago,D000214,49.29.37.185,M065,Branch,57,Doctor,30,1,11523.64
TX014230,AC00257,17.38,30-04-2023 00:00:00,Debit,Nashville,D000187,193.217.248.188,M064,ATM,56,Engineer,28,1,8422.2
TX014231,AC00257,390.01,13-08-2025 00:00:00,Debit,Mesa,D000645,155.140.33.42,M100,Online,27,Engineer,99,1,9748.48
TX014232,AC00018,1225.65,07-07-2021 00:00:00,Debit,San Francisco,D000381,63.191.171.41,M034,ATM,26,Student,254,1,1821.0
TX014233,AC00279,655.96,27-10-2022 00:00:00,Debit,Austin,D000415,196.121.240.10,M005,Online,44,Doctor,108,1,11869.71
TX014234,AC00315,77.24,11-08-2023 00:00:00,Debit,Miami,D000193,42.3.3.101,M003,ATM,44,Engineer,274,2,9138.76
TX014235,AC00018,1417.64,03-06-2023 00:00:00,Debit,San Francisco,D000381,63.191.171.41,M034,ATM,26,Student,254,1,1821.0
TX014236,AC00126,72.17,08-03-2020 00:00:00,Debit,Louisville,D000522,203.245.215.62,M052,Branch,54,Retired,55,1,5158.6
TX014237,AC00101,79.35,21-09-2021 00:00:00,Credit,San Jose,D000476,35.246.53.10,M033,Online,52,Retired,292,1,6870.84
TX014238,AC00139,10.3,17-11-2023 00:00:00,Debit,Austin,D000531,55.139.104.163,M004,ATM,59,Doctor,58,5,7155.04
TX014239,AC00404,81.91,01-03-2024 00:00:00,Debit,Kansas City,D000110,221.169.49.152,M043,Online,68,Doctor,115,1,10278.75
TX014240,AC00123,97.79,28-05-2024 00:00:00,Debit,Seattle,D000548,71.93.189.160,M060,Branch,63,Doctor,49,1,10171.68
TX014241,AC00432,11.22,13-12-2025 00:00:00,Debit,Charlotte,D000137,41.110.46.150,M094,Branch,51,Engineer,95,1,2990.05
TX014242,AC00353,33.07,15-01-2024 00:00:00,Debit,Los Angeles,D000133,141.241.241.128,M016,Branch,57,Engineer,38,1,3077.2
TX014243,AC00242,131.92,24-06-2023 00:00:00,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,23,Student,85,1,9379.53
TX014244,AC00035,200.07,29-12-2021 00:00:00,Credit,Oklahoma City,D000239,115.30.82.168,M023,Online,59,Retired,128,1,7626.53
TX014245,AC00050,294.27,22-03-2022 00:00:00,Debit,Dallas,D000287,54.252.249.33,M046,Branch,23,Student,136,1,558.99
